"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Dibujo - Figure and Electric Cord","Santiago Cárdenas","967","(Colombian, born 1937)","(Colombian)","(1937)","(0)","(Male)","1991","Synthetic polymer paint, oil paint, oil pastel, and colored pencil on cardboard","18 1/2 x 27 5/8"" (47 x 70.2 cm)","Gift of Mr. and Mrs. Alejandro Freites and Rachel Adler","195.1993","Drawing","Drawings & Prints",1993-05-05,"Y",35213,"http://www.moma.org/collection/works/35213","http://www.moma.org/media/W1siZiIsIjMyMjczNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=91b007d51cbbb27c",NA,NA,NA,47,NA,NA,70.2,NA,NA
"Destroy All Monsters Flyer","Destroy All Monsters","37719",NA,"()","(0)","(0)","()","c. 2009","Color photocopy","composition (each approx.): 13 9/16 x 8 1/4"" (34.5 x 21 cm); sheet (each): 14 x 8 7/16"" (35.5 x 21.5 cm)","Acquired through the generosity of Richard J. Gerrig and Timothy Peterson","1664.2009.21","Print","Drawings & Prints",2009-11-17,"N",155968,NA,NA,NA,NA,NA,34.5,NA,NA,21,NA,NA
"Wright House and Studio, Oak Park, Illinois (Plan and elevation studies for the studio addition)","Frank Lloyd Wright","6459","(American, 1867–1959)","(American)","(1867)","(1959)","(Male)","1895–1898","Pencil on tracing paper","15 5/8 × 30"" (39.7 × 76.2 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)","FLW.DR.9506.002","Frank Lloyd Wright Archive","Architecture & Design",NA,"N",201110,NA,NA,NA,0,NA,39.6875793752,NA,NA,76.2001524003,NA,NA
"Large Torso: Arch","Henry Moore","4071","(British, 1898–1986)","(British)","(1898)","(1986)","(Male)","1962-63","Bronze","6' 6 1/8"" x 59 1/8"" x 51 1/4"" (198.4 x 150.2 x 130.2 cm)","Mrs. Simon Guggenheim Fund","608.1965","Sculpture","Painting & Sculpture",1965-06-08,"Y",81667,"http://www.moma.org/collection/works/81667","http://www.moma.org/media/W1siZiIsIjIzMDM5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=632b0fa8b4e01f34",NA,130.2,NA,198.4,NA,NA,150.2,NA,NA
"Aktion Poliphile: Hypnerotomachia Ero/machia/hypniahouse, project, Wiesbaden, Germany, Northeast elevation","Jesse Reiser, Nanako Umemoto","26361, 26362","(American, born 1958) (Japanese)","(American) (American)","(1958) (0)","(0) (0)","(Male) (Female)","1989","Cut and pasted electrostatic print, cut and pasted halftone lithograph, cut and pasted halftone relief, pressure sensitive printed polymer sheet and gouache on paper mounted on board","29 3/4 x 39 3/4"" (75.6 x 101 cm)","Richard S. Zeisler Purchase Fund","341.2004","Architecture","Architecture & Design",2004-04-22,"Y",88996,"http://www.moma.org/collection/works/88996","http://www.moma.org/media/W1siZiIsIjM5MzE3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cb4c226f78baf6ca",NA,NA,NA,75.5652,NA,NA,100.9652,NA,NA
"Flagstones (a) (plate, folio 12 verso) from Foirades/Fizzles","Jasper Johns","2923","(American, born 1930)","(American)","(1930)","(0)","(Male)","1975–76, published 1976","Etching and aquatint from an illustrated book with thirty aquatints (twenty-one with etching, two with drypoint, one with screenprint), three etchings (two with drypoint), and one lithograph","plate: 10 1/2 × 7"" (26.7 × 17.8 cm); page: 13 × 9 13/16"" (33 × 25 cm)","Gift of Celeste and Armand Bartos (in perpetuity)","454.1978.14","Illustrated Book","Drawings & Prints",1978-05-22,"Y",17363,"http://www.moma.org/collection/works/17363","http://www.moma.org/media/W1siZiIsIjQ3NTQwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=04e7bab74d4b2bb4",NA,NA,NA,26.7,NA,NA,17.8,NA,NA
"Energy","Mangelos (Dimitrije Bašičević)","29439","(Croatian, 1921–1987)","(Croatian)","(1921)","(0)","(Male)","1978","Synthetic polymer paint on wood, seven panels","Each panel (left to right) 24 1/4 x 17 1/4"" (61.6 x 43.8 cm), 11 3/4 x 9 3/4"" (29.8 x 24.8 cm), 15 3/4 x 15 3/4"" (40 x 40 cm), 15 3/4 x 15 3/4"" (40 x 40 cm), 24 1/2 x 17 5/8"" (62.2 x 44.8 cm), 27 1/2 x 23 1/4 x 3 1/4"" (69.9 x 59.1 x 8.3 cm), and 16 x 15 3/4"" (40.6 x 40 cm)","Purchase","976.2005.a-g","Painting","Painting & Sculpture",2005-12-12,"Y",101476,"http://www.moma.org/collection/works/101476","http://www.moma.org/media/W1siZiIsIjEwMDcxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd388669001e06ba",NA,NA,NA,61.5951,NA,NA,43.8151,NA,NA
"Landscape at Daybreak","Odilon Redon","4840","(French, 1840–1916)","(French)","(1840)","(1916)","(Male)","1872","Oil on canvas","15 1/8 x 21 3/4"" (38.4 x 55.3 cm)","Gift of The Ian Woodner Family Collection","230.2000","Painting","Painting & Sculpture",2000-04-10,"N",79207,NA,NA,NA,NA,NA,38.4,NA,NA,55.3,NA,NA
"""Oprah Represents You""","Kayrock and Wolfy","31737","(American)","(American)","(0)","(0)","(Male)","2007","Screenprint with ink additions","composition and sheet (irreg.): 25 1/16 x 19"" (63.6 x 48.3 cm)","General Print Fund","1260.2008.12","Print","Drawings & Prints",2008-10-08,"Y",125811,"http://www.moma.org/collection/works/125811","http://www.moma.org/media/W1siZiIsIjIzNzg5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a213a337426cac72",NA,NA,NA,63.6,NA,NA,48.3,NA,NA
"Duplicate of plate from page 13 (supplementary suite, plate 3) from LES VOIX","Roberto Matta","3842","(Chilean, 1911–2002)","(Chilean)","(1911)","(2002)","(Male)","1962-1964",NA,"plate  10 9/16 x 8 1/2"" (26.8 x 21.6 cm)","Felipe Cossio del Pomar Fund","828.1965.B03","Illustrated Book","Drawings & Prints",1965-11-09,"N",25945,NA,NA,NA,NA,NA,26.8,NA,NA,21.6,NA,NA
"16 Rue du Petit Thomas","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1910-11","Gelatin silver printing-out-paper print","Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)","Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.2400","Photograph","Photography",1968-03-06,"Y",40437,"http://www.moma.org/collection/works/40437","http://www.moma.org/media/W1siZiIsIjI4MjM5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8d9cf07581302161",NA,NA,NA,NA,NA,NA,NA,NA,NA
"White Church Facade, Rahway, New Jersey","Wright Morris","4109","(American, 1910–1998)","(American)","(1910)","(1998)","(Male)","1941","Gelatin silver print","7 × 9 1/2"" (17.8 × 24.2 cm)","Courtesy of the photographer","2571.1967","Photograph","Photography",1967-12-13,"N",58882,NA,NA,NA,NA,NA,17.8,NA,NA,24.2,NA,NA
"Diagram of Dynamic Random-Access Memory Chip (DRAM), Corresponding Silicon Microchip","Sam Lucente","6612","(American, born 1958)","(American)","(1958)","(0)","(Male)","1984","Computer-generated plot on paper and silicon",".1: 42 5/16 x 35"" (107.5 x 88.9 cm)","Gift of the manufacturer","518.1990.1-2","Design","Architecture & Design",1990-10-20,"Y",163873,"http://www.moma.org/collection/works/163873","http://www.moma.org/media/W1siZiIsIjIxMTU5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f77a7148591170b2",NA,NA,NA,107.474,NA,NA,88.9,NA,NA
"Beetle (plate, folio 10) from A Little Book of Natural History","Leonard Baskin","369","(American, 1922–2000)","(American)","(1922)","(2000)","(Male)","1951","Wood engraving","composition (irreg.): 2 1/16 x 1 7/16"" (5.3 x 3.7cm); page: 9 x 7"" (22.8 x 17.8cm)","Abby Aldrich Rockefeller Fund","206.1952.9","Illustrated Book","Drawings & Prints",1952-11-07,"N",13574,NA,NA,NA,NA,NA,5.3,NA,NA,3.7,NA,NA
"<<PÔ>> N° 265 from Alphabet Bété","Frédéric Bruly Bouabré","30876","(Ivorian, 1923–2014)","(Ivorian)","(1923)","(2014)","(Male)","1991","Colored pencil, pencil, and ballpoint pen on board","3 7/8 × 5 7/8"" (9.8 × 14.9 cm)","CAAC - The Pigozzi Collection. Gift of Jean Pigozzi","104.2019.270","Drawing","Drawings & Prints",2019-04-04,"Y",299289,"http://www.moma.org/collection/works/299289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Variant of Faces (1st supplementary suite, plate 2) from the illustrated book La Chèvre-Feuille","Pablo Picasso","4609","(Spanish, 1881–1973)","(Spanish)","(1881)","(1973)","(Male)","1943","Etching over relief halftone reproduction after drawing, relief printed","composition (irreg.): 10 11/16 x 8 7/16"" (27.2 x 21.5 cm); page: 11 x 8 7/8"" (28 x 22.5 cm)","The Louis E. Stern Collection","979.1964.B02","Illustrated Book","Drawings & Prints",1964-10-06,"Y",29484,"http://www.moma.org/collection/works/29484","http://www.moma.org/media/W1siZiIsIjE3MzkwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b587d94bc953b1bc",NA,NA,NA,27.2,NA,NA,21.5,NA,NA
"You Can Bawl..., plate IV (folio 761) from Crimes et Châtiments","Félix Vallotton","6064","(French, 1865–1925)","(French)","(1865)","(1925)","(Male)","1901, published 1902",NA,"irreg. composition  10 1/2 x 7 11/16"" (26.7 x 19.6 cm)","Gift of Peter H. Deitsch","831.1956.4","Illustrated Book","Drawings & Prints",1956-12-19,"N",26015,NA,NA,NA,NA,NA,26.7,NA,NA,19.6,NA,NA
"Goalie Mask","Ernest C. Higgins","2641","(American, born 1915)","(American)","(1915)","(0)","(Male)","1964","Fiberglass","10 1/2 x 7 3/4 x 5 3/16"" (26.7 x 19.7 x 13.2 cm)","Emilio Ambasz Fund","732.1983","Design","Architecture & Design",1983-11-30,"Y",4419,"http://www.moma.org/collection/works/4419","http://www.moma.org/media/W1siZiIsIjIxMTg2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=759985a2e5a3175c",NA,13.2,NA,26.6701,NA,NA,19.7,NA,NA
"Ray Johnson A Musics","Albert M. Fine","1874","(American, 1932–1987)","(American)","(1932)","(1987)","(Male)","1966","Offset lithograph on colored paper","sheet: 34 × 7 1/2"" (86.4 × 19.1 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","FC4226","Print","Fluxus Collection",2008-10-08,"N",138213,NA,NA,NA,NA,NA,86.4,NA,NA,19.1,NA,NA
"Epidermis (Épiderme)","Jean Dubuffet","1633","(French, 1901–1985)","(French)","(1901)","(1985)","(Male)","1960","Ink on paper","19 7/8 x 26 1/2"" (50.5 x 67.2 cm)","Gift of the artist in honor of Mr. and Mrs. Ralph F. Colin","1316.1968","Drawing","Drawings & Prints",1968-10-10,"Y",38565,"http://www.moma.org/collection/works/38565","http://www.moma.org/media/W1siZiIsIjEwMTU4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c271dd01d941a67",NA,NA,NA,50.5,NA,NA,67.3,NA,NA
"Untitled","Doris Ulmann","6004","(American, 1884–1934)","(American)","(1884)","(1934)","(Female)","1929-31","Photogravure","8 3/8 × 6 7/16"" (21.2 × 16.3 cm)","Gift of Blanchette Hooker Rockefeller","413.1974.34","Photograph","Photography",1974-10-01,"N",52972,NA,NA,NA,NA,NA,21.2,NA,NA,16.3,NA,NA
"The Temptation of Saint Antony XV-XXXIV - The Solitaries","Tim Rollins, K.O.S. (Kids of Survival), Annette Rosado, José Parissi, George Garces, Nelson Savinon, Angel Abreu","19238, 5005, 19660, 19661, 19662, 19663, 19664","(American, 1955–2017) (founded 1982) (American, born 1972) (American, born 1968) (American, born 1972) (American, born 1974)","(American) (American) (American) (American) (American) () (American)","(1955) (1982) (1972) (1968) (1972) (0) (1974)","(2017) (0) (0) (0) (0) (0) (0)","(Male) () (Female) (Male) (Male) (Male) (Male)","1990","Series of 20 soap ground aquatints amd photogravures","each approx. plate  4 3/16 x 2 11/16"" (10.7 x 6.8 cm)
each approx. sheet  16 1/4 x 11 3/4"" (41 x 29.8 cm)","Gift of Tim Rollins","143.1992.1-20","Print","Drawings & Prints",1992-01-22,"Y",62911,"http://www.moma.org/collection/works/62911",NA,NA,NA,NA,10.7,NA,NA,6.8,NA,NA
"FOUR MALE TORSOS STANDING IN PROFILE","Jon T. O'Neal","4361","(American, born 1957)","(American)","(1957)","(0)","(Male)","1986","Four gelatin silver prints","each 7 1/2 × 4 1/2"" (19 × 11.4 cm)","Gift of the artist","53.1989","Photograph","Photography",1989-03-09,"N",45047,NA,NA,NA,NA,NA,19,NA,NA,11.4,NA,NA
"Reclining Chair without Arms (Perspective sketch)","Ludwig Mies van der Rohe","7166","(American, born Germany. 1886–1969)","(American)","(1886)","(1969)","(Male)","1926-46","Ink on tracing paper","7 7/8 x 12 15/16"" (20 x 32.9 cm)","Mies van der Rohe Archive, gift of the architect","757.1974","Mies van der Rohe Archive","Architecture & Design",1974-11-06,"N",106485,NA,NA,NA,NA,NA,20.0025,NA,NA,32.8613,NA,NA
"Silvered 2 (21 Reds, 21 Blues, 24 Turquoises, 24 Yellows, 9 Blacks, 8 Whites)","Bridget Riley","4929","(British, born 1931)","(British)","(1931)","(0)","(Female)","1981","Screenprint","composition: 34 3/16 × 30"" (86.8 × 76.2 cm); sheet: 41 3/4 × 36 9/16"" (106 × 92.8 cm)","Gift of Karsten Schubert","1367.2000","Print","Drawings & Prints",2000-11-09,"Y",76551,"http://www.moma.org/collection/works/76551","http://www.moma.org/media/W1siZiIsIjE2NjA2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=938f2afef7654216",NA,NA,NA,86.8,NA,NA,76.2,NA,NA
"Green and Silver Leaves","Adolf De Meyer","1434","(German, 1868–1946)","(German)","(1868)","(1946)","(Male)","1925","Gelatin silver print","9 9/16 × 7 1/2"" (24.3 × 19 cm)","Gift of Anne Ehrenkranz in honor of Samuel J. Wagstaff, Jr.","229.1993","Photograph","Photography",1993-06-01,"N",49183,NA,NA,NA,NA,NA,24.3,NA,NA,19,NA,NA
"Pier Piet from Insicuro Noncurante","Alighiero Boetti","630","(Italian, 1940–1994)","(Italian)","(1940)","(1994)","(Male)","1966-75","One from a portfolio of eighty two mixed media prints","each: 21 5/8 x 17 11/16"" (55 x 45 cm)","Committee on Prints and Illustrated Books Fund with support from Marie-Josée and Henry R. Kravis","898.2010.62","Print","Drawings & Prints",2010-11-10,"N",157029,NA,NA,NA,NA,NA,55,NA,NA,45,NA,NA
"Hubbe-related Study","Ludwig Mies van der Rohe","7166","(American, born Germany. 1886–1969)","(American)","(1886)","(1969)","(Male)","1934-1935","Ink on paper","8 1/4 x 11 1/2"" (21 x 29.2 cm)","Mies van der Rohe Archive, gift of the architect
","MR43.112","Mies van der Rohe Archive","Architecture & Design",NA,"Y",170136,"http://www.moma.org/collection/works/170136","http://www.moma.org/media/W1siZiIsIjI3MjI1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=52ea5b79bb6ee4ef",NA,NA,NA,20.9550419101,NA,NA,29.2100584201,NA,NA
"Plate (page 29) from Monsieur Aa l'antiphilosophe: Volume I from L'Antitête","Max Ernst","1752","(French and American, born Germany. 1891–1976)","(French)","(1891)","(1976)","(Male)","1947–49, published 1949","Etching and aquatint from an illustrated book with 23 etchings (15 with aquatint, eight with drypoint and pochoir)","plate: 3 7/16 × 2 1/2"" (8.7 × 6.4 cm); page: 5 1/2 × 4 5/16"" (14 × 11 cm)","The Louis E. Stern Collection","1114.1964.A02","Illustrated Book","Drawings & Prints",1964-10-06,"N",32017,NA,NA,NA,NA,NA,8.7,NA,NA,6.4,NA,NA
"Untitled (page from Sump)","Jerome Neuner","25520","(American, born 1945)","(American)","(1945)","(0)","(Male)","1994","Page with chromogenic color print and text","12 × 9 1/2"" (30.5 × 24.1 cm)","E.T. Harmax Foundation Fund","415.2006.63","Photograph","Photography",2006-05-11,"N",103372,NA,NA,NA,NA,NA,30.4801,NA,NA,24.13,NA,NA
"Untitled from Two-Way Mirror / Hedge Projects","Dan Graham","2281","(American, born 1942)","(American)","(1942)","(0)","(Male)","2004","Digital print with chine collé from a portfolio of six etchings and five digital prints, with chine collé; and one letterpress print with artist's text","plate: 4 7/16 × 7 13/16"" (11.2 × 19.9 cm); sheet: 13 1/4 × 14 15/16"" (33.7 × 38 cm)","Acquired through the generosity of John Baldessari, Catie and Donald Marron, and Mary M. and Sash A. Spencer","1656.2015.3","Print","Drawings & Prints",2015-10-27,"Y",199392,"http://www.moma.org/collection/works/199392","http://www.moma.org/media/W1siZiIsIjM0MzA4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=045d6bd6efb3ac8d",NA,NA,NA,11.2,NA,NA,19.9,NA,NA
"Working-class Country Children","August Sander","5145","(German, 1876–1964)","(German)","(1876)","(1964)","(Male)","1914","Gelatin silver print","10 3/16 × 7 3/8"" (25.8 × 18.7 cm)","Acquired through the generosity of the family of August Sander","472.2015.157","Photograph","Photography",2015-05-28,"Y",193789,"http://www.moma.org/collection/works/193789","http://www.moma.org/media/W1siZiIsIjMyNDYwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bec28b928fd76951",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue in Trajectory (Azul en trayectoria) from 21 Printmakers from Colombia, Mexico and Venezuela (21 Estampadores de Colombia, Mexico y Venezuela)","Roberto Donis","6782","(Mexican, 1934–2008)","(Mexican)","(1934)","(2008)","(Male)","1972",NA,"composition: 18 9/16 × 14 1/2"" (47.2 × 36.9 cm); sheet: 29 3/4 × 22 3/16"" (75.5 × 56.3 cm)","Gift of Cartón y Papel de México, S.A","184.1973.9","Print","Drawings & Prints",1973-05-07,"N",63980,NA,NA,NA,NA,NA,47.2,NA,NA,36.9,NA,NA
"Marina di Ravenna","Luigi Ghirri","39882","(Italian, 1943–1992)","(Italian)","(1943)","(1992)","(Male)","1972","Chromogenic color print","6 15/16 × 5"" (17.6 × 12.7 cm)","Gift of the artist","453.2013.40","Photograph","Photography",2013-05-09,"Y",165431,"http://www.moma.org/collection/works/165431","http://www.moma.org/media/W1siZiIsIjI3MTg2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a8b1a590d1067941",NA,NA,NA,17.6,NA,NA,12.7,NA,NA
"Study for Repetition #19","Eva Hesse","2623","(American, born Germany. 1936–1970)","(American)","(1936)","(1970)","(Female)","c. 1968","Ballpoint pen on paper","11 × 8 1/2"" (27.9 × 21.6 cm)","Gift of the Gilbert B. and Lila Silverman Instruction Drawing Collection, Detroit","1449.2018","Drawing","Drawings & Prints",2018-11-05,"Y",289094,"http://www.moma.org/collection/works/289094","http://www.moma.org/media/W1siZiIsIjQ1MTM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2901941cc420bed4",NA,NA,NA,27.9400558801,NA,NA,21.5900431801,NA,NA
"The Bull Attacks, Bilbao","Peter H. Buckley","848","(American, 1925–1991)","(American)","(1925)","(1991)","(Male)","1951","Gelatin silver print","19 6/16 × 15 13/16"" (49.4 × 40.3 cm)","Gift of the artist","50.1975","Photograph","Photography",1975-02-12,"Y",44854,"http://www.moma.org/collection/works/44854","http://www.moma.org/media/W1siZiIsIjE4ODYxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=df3ab523ed5bbdb9",NA,NA,NA,49.4,NA,NA,40.3,NA,NA
"Untitled","Paul Caponigro","961","(American, born 1932)","(American)","(1932)","(0)","(Male)","1957","Gelatin silver print","7 3/4 × 9 3/4"" (19.7 × 24.8 cm)","Purchase","833.1965","Photograph","Photography",1965-11-09,"Y",56635,"http://www.moma.org/collection/works/56635","http://www.moma.org/media/W1siZiIsIjI0MDIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=32545bec104cca5d",NA,NA,NA,19.685,NA,NA,24.765,NA,NA
"Foldable #1","Ada Tolla, Giuseppe Lignano","42840, 42841","(Italian, born 1964) (Italian, born 1963)","(Italian) (Italian)","(1964) (1963)","(0) (0)","(Female) (Male)","2016","Laser-cut cardboard with inkjet print and enamel paint","27 1/2 × 44 1/2"" (69.9 × 113 cm)","Gift of Alice Tisch","258.2017","Architecture","Architecture & Design",2017-02-14,"Y",215402,"http://www.moma.org/collection/works/215402",NA,NA,NA,NA,69.8501397003,NA,NA,113.0302260605,NA,NA
"Ulrikus Street in Hamburg (Ulrikusstrasse in Hamburg)","Max Beckmann","429","(German, 1884–1950)","(German)","(1884)","(1950)","(Male)","(1912), dated 1913","Lithograph","composition (Irreg.): 10 13/16 x 9 1/4"" (27.4 x 23.5 cm); sheet: 13 9/16 x 11 5/8"" (34.5 x 29.6 cm)","Larry Aldrich Fund","216.1952","Print","Drawings & Prints",1952-11-07,"Y",64563,"http://www.moma.org/collection/works/64563","http://www.moma.org/media/W1siZiIsIjEyMDAyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0bff35be2e017e3b",NA,NA,NA,27.4,NA,NA,23.5,NA,NA
"Berne (fontaine)","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1900","Albumen silver print","Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)","Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.1585","Photograph","Photography",1968-03-06,"Y",39530,"http://www.moma.org/collection/works/39530","http://www.moma.org/media/W1siZiIsIjMxOTM1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=94a0b349183e2157",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dan Graham–Pier 18","Dan Graham, Harry Shunk, János Kender","2281, 8247, 38024","(American, born 1942) (German, 1924–2006) (Hungarian, 1937–2009)","(American) (French) (Hungarian)","(1942) (1924) (1937)","(0) (2006) (2009)","(Male) (Male) (Male)","1971","Gelatin silver print","6 5/8 × 9 11/16"" (16.9 × 24.6 cm)","Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and János Kender","1018.2013.144","Photograph","Photography",2013-10-24,"Y",176146,"http://www.moma.org/collection/works/176146","http://www.moma.org/media/W1siZiIsIjI5MzkyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c30ad44ad4203c5",NA,0,NA,17.7800355601,NA,NA,25.4000508001,NA,NA
"Trio for Ladder, Mud and Pebbles","George Maciunas","21398","(American, born Lithuania. 1931–1978)","(American)","(1931)","(1978)","(Male)","1962","Ink and typewriting on transparentized paper","sheet: 6 15/16 x 11 1/4"" (17.7 x 28.6 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","2385.2008.1","Print","Drawings & Prints",2008-10-08,"N",131346,NA,NA,NA,NA,NA,17.7,NA,NA,28.6,NA,NA
