"","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec.."
"55413","Beatlemaniacs on the Loose","Carl T. Gosset Jr./The New York Times","8543","(American, 1924–1985)","(American)","(1924)","(1985)","(Male)","August 28, 1964","Gelatin silver print","7 3/8 x 10 1/8"" (18.8 x 25.7 cm)","The New York Times Collection","2002.2001","Photograph","Photography","2001-06-14","Y",58595,"http://www.moma.org/collection/works/58595","http://www.moma.org/media/W1siZiIsIjExNDA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=27511557827159f6",NA,NA,NA,18.8,NA,NA,25.7,NA,NA
"36686","La Varenne, Bords de [la] Marne","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1919-21","Albumen silver print","Approx. 7 x 8 7/8"" (17.8 x 22.5 cm)","Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.1409","Photograph","Photography","1968-03-06","N",39335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52915","Tinker Children, Ireland","Alen MacWeeney","3677","(American, born 1939)","(American)","(1939)","(0)","(Male)","1965","Gelatin silver print","8 1/8 x 8 1/8"" (20.7 x 20.7 cm)","Purchase","683.1976","Photograph","Photography","1976-12-08","Y",56038,"http://www.moma.org/collection/works/56038","http://www.moma.org/media/W1siZiIsIjI0MzQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ffe88e3ac05e0427",NA,NA,NA,20.7,NA,NA,20.7,NA,NA
"105367","By Parties Unknown from Hale Woodruff: Selections from the Atlanta Period 1931-1946","Hale Woodruff","7630","(American, 1900–1980)","(American)","(1900)","(1980)","(Male)","1931–46, published 1996","One from a portfolio of eight linoleum cuts",NA,"Gift of E. Thomas Williams, Jr. and Auldlyn Higgins Williams","142.1997.7","Print","Prints & Illustrated Books","1997-03-06","Y",144879,"http://www.moma.org/collection/works/144879","http://www.moma.org/media/W1siZiIsIjI1NjI2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=886ede74fce240c2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103511","Untitled","Unknown photographer","8595",NA,"()","(0)","(0)","()","c. 1945","Gelatin silver print","3 x 4 9/16"" (7.6 x 11.6 cm)","Gift of Peter J. Cohen","815.2010","Photograph","Photography","2010-10-07","Y",141228,"http://www.moma.org/collection/works/141228","http://www.moma.org/media/W1siZiIsIjMyMjQ0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c7eb99164e56148",NA,NA,NA,7.6,NA,NA,11.6,NA,NA
"39192","BALCON. 27 RUE L'HOMOND","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1901-02","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.3666","Photograph","Photography","1968-03-06","N",41842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28859","AND THAT IS THE ONE I LOVE (plate, preceding page 47) from LE JARDIN DES SUPPLICES","Auguste Rodin","4978","(French, 1840–1917)","(French)","(1840)","(1917)","(Male)","1902",NA,"irreg. composition  11 1/8 x 9 5/16"" (28.2 x 23.7 cm)","The Louis E. Stern Collection","1034.1964.8","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",30232,NA,NA,NA,NA,NA,28.2,NA,NA,23.7,NA,NA
"107584","Water Yam from Fluxkit","George Brecht","756","(American, 1926–2008)","(American)","(1926)","(2008)","(Male)","1965-66","Plastic box with offset label, containing 96 offset cards and envelope with cards","overall (box): 5 1/2 x 7 3/16 x 1 3/16"" (14 x 18.2 x 3 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","1989.2008.8a-tttt","Multiple","Prints & Illustrated Books","2008-10-08","N",150010,NA,NA,NA,3,NA,14,NA,NA,18.2,NA,NA
"108475","PHANTASIE from DeLuxe","Ellen Gallagher","7639","(American, born 1965)","(American)","(1965)","(0)","(Female)","2004-05","Photogravure","composition: 13 x 10"" (33 x 25.4 cm); sheet: 13 x 10"" (33 x 25.4 cm)","Acquired through the generosity of The Friends of Education of The Museum of Modern Art and The Speyer Family Foundation, Inc. with additional support from the General Print Fund","421.2004.kk","Print","Prints & Illustrated Books","2004-10-07","N",151700,NA,NA,NA,NA,NA,33.0200660401,NA,NA,25.4000508001,NA,NA
"52714","Henry Billings, Woodstock","Ralph Steiner","5631","(American, 1899–1986)","(American)","(1899)","(1986)","(Male)","1930","Gelatin silver print","9 1/2 x 7 5/8"" (24.1 x 19.3 cm)","Gift of the photographer","651.1970","Photograph","Photography","1970-10-27","N",55836,NA,NA,NA,NA,NA,24.1,NA,NA,19.3,NA,NA
"102791","Drawer 407",NA,NA,NA,NA,NA,NA,NA,NA,"File cabinet drawer, containing objects in various media",NA,"The Gilbert and Lila Silverman Fluxus Collection Gift","FSC3564.2008.26","(not assigned)","Fluxus Collection","2008-10-08","N",140061,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA
"115645","Article from Capital magazine","Ben Kinmont","41829","(American, born 1963)","(American)","(1963)","(0)","(Male)","2007","laser printout, printed in black ink on white paper",NA,"Fund for the Twenty-First Century","72.2013.273","Print","Prints & Illustrated Books","2013-02-07","N",169334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60613","Study for An Untitled Print (White on Black)","Lee Bontecou","670","(American, born 1931)","(American)","(1931)","(0)","(Female)","1979-82","Lithograph","irreg composition  16 5/8 x 10 7/8"" (42.2 x 27.6 cm)
sheet  22 7/16 x 15 1/16"" (57 x 38.2 cm)","Gift of Celeste Bartos","222.1982","Print","Prints & Illustrated Books","1982-10-26","Y",64673,"http://www.moma.org/collection/works/64673","http://www.moma.org/media/W1siZiIsIjIxNDEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41656d5ff3ad2d3b",NA,NA,NA,42.2,NA,NA,27.6,NA,NA
"37782","MARCHÉ AUX FLEURS. QUAI DE LA CITÉ","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1912","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.2396","Photograph","Photography","1968-03-06","N",40431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37945","PORTE D'IVRY (EXTRA MUROS)","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1910","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.2542","Photograph","Photography","1968-03-06","N",40594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67873","Sick Man with Flowers (Der Kranke mit den Blumen) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 2, no. 11 (Nov 1918)","Walter Gramatté","2288","(German, 1897–1929)","(German)","(1897)","(1929)","(Male)","1918","Lithograph","composition: 7 3/8 x 7 1/8"" (18.7 x 18.1 cm); page: 11 x 8 1/4"" (28 x 21 cm)","Transferred from the Museum Library","655.1949","Print","Prints & Illustrated Books","1949-09-29","Y",72663,"http://www.moma.org/collection/works/72663","http://www.moma.org/media/W1siZiIsIjExOTMxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b34ec6397289f075",NA,NA,NA,18.7,NA,NA,18.1,NA,NA
"106354","For S.C. I-III","Michael Heindorff","2576","(German)","(German)","(0)","(0)","(Male)","(1978)","Series of three drypoints","Plate: 6 13/16 x 10 5/8"" (17.3 x 27.0 cm)  Sheet: 18 3/16 x 23 7/16"" (46.2 x 59.5 cm)","John R. Jakobson Foundation Fund","21.1979.3","Print","Prints & Illustrated Books","1979-01-23","N",147248,NA,NA,NA,NA,NA,17.3,NA,NA,27,NA,NA
"52672","Saratoga Springs","Ralph Steiner","5631","(American, 1899–1986)","(American)","(1899)","(1986)","(Male)","c. 1929","Gelatin silver print","7 5/8 x 9 1/2"" (19.3 x 24.1 cm)","Gift of the photographer","644.1970","Photograph","Photography","1970-10-27","N",55793,NA,NA,NA,NA,NA,19.3,NA,NA,24.1,NA,NA
"64305","Come Sunday from 1776 USA 1976 Bicentennial Prints","Romare Bearden","412","(American, 1911–1988)","(American)","(1911)","(1988)","(Male)","1975 (Published 1976).","One lithograph from a portfolio of six lithographs, five screenprints and one aquatint","composition and sheet: 27 7/8 x 21 1/2"" (70.8 x 54.6cm)","Gift of Special Projects Group","416.1977.4","Print","Prints & Illustrated Books","1977-11-10","Y",68742,"http://www.moma.org/collection/works/68742","http://www.moma.org/media/W1siZiIsIjM0Mzc5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eaaefc8b58c01c56",NA,NA,NA,70.8,NA,NA,54.6,NA,NA
"60085","Six Gestures of the Collo","Michael Mazur","3864","(American, 1935–2009)","(American)","(1935)","(2009)","(Male)","1986","Portfolio of six monotypes",NA,"Gift of the artist","189.1986.1-6","Print","Prints & Illustrated Books","1986-05-20","Y",64057,"http://www.moma.org/collection/works/64057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34112","Joe Gould","Willem de Kooning","3213","(American, born the Netherlands. 1904–1997)","(American)","(1904)","(1997)","(Male)","(n.d.)","Ink on paper","23 3/4 x 18 3/4"" (60.3 x 47.5 cm)","James Thrall Soby Bequest","313.1980","Drawing","Drawings","1980-01-15","Y",36226,"http://www.moma.org/collection/works/36226",NA,NA,NA,NA,60.3,NA,NA,47.6,NA,NA
"67830","Isometric Systems in Isotropic Space: The Pyramid","Agnes Denes","1491","(American, born 1931)","(American)","(1931)","(0)","(Female)","1976","Etching","Plate: 17 9/16 x 23 11/16"" (44.6 x 60.2 cm); sheet: 22 1/4 x 29 1/4"" (56.5 x 74.3 cm)","Gift of Sarah-Ann and Werner H. Kramarsky","652.1996","Print","Prints & Illustrated Books","1996-11-12","Y",72615,"http://www.moma.org/collection/works/72615","http://www.moma.org/media/W1siZiIsIjIyNDE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7012158255acc7ca",NA,NA,NA,44.6,NA,NA,60.2,NA,NA
"119459","Headquarters for the Corporación Venezolana de Guayana (CVG-EDELCA), Ciudad Guayana, Venezuela, Corporación Venezolana de Guayana, (CVG) Ciudad Guayana, Venezuela","Jesús Tenreiro-Degwitz","44060","(Venezuelan, 1936–2007)","(Venezuelan)","(1936)","(2007)","(Male)","1966","Blueprint","29 3/4 x 24 7/16"" (75.5 x 62 cm)","Gift of Ana Diaz de Tenreiro","59.2015.2","Architecture","Architecture & Design","2015-03-02","Y",180434,"http://www.moma.org/collection/works/180434",NA,NA,0,NA,75.5,NA,NA,62,NA,NA
"61740","Diet Soda","Gregory Masurovsky","3825","(American, 1929–2009)","(American)","(1929)","(2009)","(Male)","1969","Lithograph","composition (irreg.): 14 7/8 x 17 3/4"" (37.8 x 45.1 cm); sheet: 25 1/8 x 18 9/16"" (63.8 x 47.2 cm)","Gift of Kleiner, Bell & Co.","278.1970","Print","Prints & Illustrated Books","1974-01-10","Y",65887,"http://www.moma.org/collection/works/65887","http://www.moma.org/media/W1siZiIsIjIzMzQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cf64f4e873e19f82",NA,NA,NA,37.8,NA,NA,45.1,NA,NA
"99778","Untitled from Meditazione su un eclisse","Emilio Bertonati","532","(Italian)","(Italian)","(0)","(0)","(Male)","(1965)","Portfolio of ten drypoints",NA,"Gift of Galleria del Levante","524.1966.3","Print","Prints & Illustrated Books","1966-12-06","N",133836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82842","The View from the Canadian Side","Robert Frank","1973","(American, born Switzerland 1924)","(American)","(1924)","(0)","(Male)","1992-99","Gelatin silver prints","19 1/8 x 39 9/16"" (48.6 x 100.5 cm)","Gift of Robert and Gayle Greenhill","1221.2012","Photograph","Photography","2012-10-02","N",93447,NA,NA,NA,NA,NA,48.6,NA,NA,100.5,NA,NA
"108083","Untitled, Plate 5 from He Disappeared into Complete Silence","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1995","Engraving and photogravure",NA,"Gift of the artist","1336.2012","Print","Prints & Illustrated Books","2012-10-03","N",150787,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
"12915","WHICH THOU SAWEST IN MY RIGHT HAND (plate, folio 8) from THE APOCALYPSE","Jim Dine","1547","(American, born 1935)","(American)","(1935)","(0)","(Male)","1982",NA,"irreg composition  11 3/4 x 8 13/16"" (29.8 x 22.4 cm)",NA,"239.1983.5","Illustrated Book","Prints & Illustrated Books","1983-01-18","N",14150,NA,NA,NA,NA,NA,29.8,NA,NA,22.4,NA,NA
"33353","Two Figures","Diego Rivera","4942","(Mexican, 1886–1957)","(Mexican)","(1886)","(1957)","(Male)","(c. 1925)","Chalk, wash, and pencil on gray paper","9 1/4 x 10 3/4"" (23.2 x 27.3 cm)","Given anonymously","200.1940","Drawing","Drawings","1940-04-05","Y",35246,"http://www.moma.org/collection/works/35246","http://www.moma.org/media/W1siZiIsIjIxMjE1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=79aecf75ec5f7570",NA,NA,NA,23.5,NA,NA,27.3,NA,NA
"43177","Untitled. (street view from above)","Unknown photographer","8595",NA,"()","(0)","(0)","()","1932","Gelatin silver print","8 3/4 x 6 5/16"" (22.2 x 16.1 cm)","Gift of Isabel and Donald Stewart","86.1995","Photograph","Photography","1995-03-09","N",45963,NA,NA,NA,NA,NA,22.2,NA,NA,16.1,NA,NA
"62546","La Signature","Jacques Villon","6165","(French, 1875–1963)","(French)","(1875)","(1963)","(Male)","1951","Etching and drypoint","plate: 8 1/8 x 6 7/16"" (20.7 x 16.3 cm); sheet: 14 13/16 x 11"" (37.6 x 27.9 cm)","Gift of Hubert de Givenchy","316.1952","Print","Prints & Illustrated Books","1952-11-07","N",66766,NA,NA,NA,NA,NA,20.7,NA,NA,16.3,NA,NA
"94733","I Will Not Make Any More Boring Art","John Baldessari","304","(American, born 1931)","(American)","(1931)","(0)","(Male)","1971","Video (black and white, sound)","13:06 min.","Gift of the artist","1306.1999","Video","Media and Performance Art","1999-01-09","Y",120326,"http://www.moma.org/collection/works/120326","http://www.moma.org/media/W1siZiIsIjE1MTYwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=57b54c14345046e5",NA,NA,NA,NA,NA,NA,NA,NA,0
"98619","Flux Chess (Grinder Chess)","Takako Saito","5117","(Japanese, born 1929)","(American)","(1929)","(0)","(Female)",NA,"Natural wood box with mitered cornered lid, a solid block base with drilled holes for chess pieces, brass hinges and clasp. A yellow, green and black ""Flux Chess"" label designed by George Maciunas and printed in offset is glued to the inside of the lid.","2 13/16 x 6 5/8 x 6 5/8"" (7.2 x 16.8 x 16.9 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","FC1267","(not assigned)","Fluxus Collection","2008-10-08","N",131539,NA,NA,NA,16.9,NA,7.2,NA,NA,16.8,NA,NA
"88417","East End Morning","Bill Brandt","740","(British, born Germany. 1904–1983)","(British)","(1904)","(1983)","(Male)","1937","Gelatin silver print","9 11/16 x 7 11/16"" (24.6 x 19.5 cm)","Acquired through the generosity of Richard O. Rieger","614.2006","Photograph","Photography","2006-10-12","Y",104214,"http://www.moma.org/collection/works/104214","http://www.moma.org/media/W1siZiIsIjE4NDM4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d714c03d4675c1fa",NA,NA,NA,24.6,NA,NA,19.5,NA,NA
"117997","Libelle 2 °","Rodney Graham","25983","(Canadian, born 1949)","(Canadian)","(1949)","(0)","(Male)","2009","Black and white photograph, double-sided","composition and sheet: 23 3/8 x 16 7/16"" (59.3 x 41.8 cm)","Gift of the artist","817.2013.x1-x2","Print","Prints & Illustrated Books","2013-10-10","N",175771,NA,NA,NA,NA,NA,59.3,NA,NA,41.8,NA,NA
"121993","Wolf House, Gubin, Poland (Basement plan [duplicate of MR30.41])","Ludwig Mies van der Rohe","7166","(American, born Germany. 1886–1969)","(American)","(1886)","(1969)","(Male)","1925-1927","Print","14 1/2 x 15 3/4"" (36.8 x 40 cm)","Mies van der Rohe Archive, gift of the architect
","MR30.28","Mies van der Rohe Archive","Architecture & Design",NA,"N",187100,NA,NA,NA,NA,NA,36.8300736601,NA,NA,40.0050800102,NA,NA
"59271","VICTORIA REGINA from the portfolio THE JOY OF ORNAMENT","Robert Kushner","3317","(American, born 1949)","(American)","(1949)","(0)","(Male)","1980","Etching and aquatint, printed in black","plate  8 15/16 x 4 1/16"" (22.8 x 10.3 cm)
sheet  11 1/2 x 5 15/16"" (29 x 15.2 cm)",NA,"146.1987.8","Print","Prints & Illustrated Books","1987-05-14","N",63181,NA,NA,NA,NA,NA,22.8,NA,NA,10.3,NA,NA
"111984","Eve Online","CCP Games","42188","(Iceland, est. 1997)","()","(1997)","(0)","()","2003","Video game software",NA,"Gift of CCP hf.","933.2012","Design","Architecture & Design","2012-06-07","Y",162462,"http://www.moma.org/collection/works/162462","http://www.moma.org/media/W1siZiIsIjI1NTc5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=32e420786c1a2552",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91461","Naples, Italy","Henri Cartier-Bresson","1000","(French, 1908–2004)","(French)","(1908)","(2004)","(Male)","1960","Gelatin silver print","15 9/16 x 23 1/8"" (39.5 x 58.7 cm)","Gift of the photographer","170.2009","Photograph","Photography","2009-02-09","N",110857,NA,NA,NA,NA,NA,39.5288,NA,NA,58.7376,NA,NA
"24545","Plate (page 25) from HISTOIRES NATURELLES","Hans Erni","1750","(Swiss, 1909–2015)","(Swiss)","(1909)","(2015)","(Male)","1954",NA,"irreg. composition  11 7/16 x 8 7/8"" (29 x 22.6 cm)","The Louis E. Stern Collection","827.1964.7","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",25917,NA,NA,NA,NA,NA,29,NA,NA,22.6,NA,NA
"124122","Medical Officer","August Sander","5145","(German, 1876–1964)","(German)","(1876)","(1964)","(Male)","1942","Gelatin silver print","10 3/16 x 7 3/8"" (25.8 x 18.7 cm)","Acquired through the generosity of the family of August Sander","472.2015.235","Photograph","Photography","2015-05-28","Y",193867,"http://www.moma.org/collection/works/193867","http://www.moma.org/media/W1siZiIsIjMyOTEwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a7857b1637ba6cbd",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75533","Hatching Egg","Jean Tinguely","5882","(Swiss, 1925–1991)","(Swiss)","(1925)","(1991)","(Male)","1958","Painted metal and plywood with motor","30 1/2 x 32 1/2 x 9"" (77.5 x 82.4 x 22.7 cm)","Gift of Erwin Burghard Steiner","616.1959","Sculpture","Painting & Sculpture","1959-04-22","Y",81685,"http://www.moma.org/collection/works/81685",NA,NA,22.7,NA,77.5,NA,NA,82.4,NA,NA
"50649","Grasses no. 2","William Grigsby","2343","(American, born 1915)","(American)","(1915)","(0)","(Male)","November 1958","Chromogenic color print","7 5/8 x 9 1/2"" (19.2 x 24.0 cm)","Gift of the photographer","463.1960","Photograph","Photography","1960-11-30","N",53714,NA,NA,NA,NA,NA,19.2,NA,NA,24,NA,NA
"76254","Eddystone","Robert Moskowitz","4122","(American, born 1935)","(American)","(1935)","(0)","(Male)","2001","Etching, aquatint, and soft ground etching","Plate: 11 13/16 x 8 15/16"" (30 x 22.7 cm)
Sheet: 19 3/4 x 14 1/4"" (50.2 x 36.2 cm)","Gift of the Business Committee for the Arts, Inc.","2511.2001","Print","Prints & Illustrated Books","2001-11-13","Y",82649,"http://www.moma.org/collection/works/82649","http://www.moma.org/media/W1siZiIsIjE2NzczNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3984486ce50a58fd",NA,NA,NA,30,NA,NA,22.7,NA,NA
"81758","Central Chinese Television Tower (CCTV), Beijing, China","Ole Scheeren, Rem Koolhaas","27479, 6956","(German, born 1971) (Dutch, born 1944)","(German) (Dutch)","(1971) (1944)","(0) (0)","(Male) (Male)","2002-","Resin, cotton string, and felt-tipped pen","93 x 64 x 64"" (236.2 x 162.6 x 162.6 cm) Scale 1:100","Gift of Elise Jaffe + Jeffrey Brown","488.2004","Architecture","Architecture & Design","2004-10-14","Y",91577,"http://www.moma.org/collection/works/91577",NA,NA,162.5603,NA,236.2205,NA,NA,162.5603,NA,NA
"127659","Hotel Event, performed at Waldorf Astoria, New York, June 11, 1966","Hi Red Center","36946","(Japanese, active 1963–64)","()","(1963)","(1964)","()","1966","Gelatin silver print","image and sheet: 8 × 6 1/2"" (20.3 × 16.5 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","3204.2008.65","Photograph","Prints & Illustrated Books","2008-10-08","N",201606,NA,NA,NA,NA,NA,20.3200406401,NA,NA,16.5100330201,NA,NA
"103789","Festons und Dekorative Gruppen","Unknown photographer","8595",NA,"()","(0)","(0)","()","1893","Collotype","11 9/16 x 8 7/16"" (29.3 x 21.4 cm)","The Family of Man Fund","184.1989.95","Photograph","Photography","1989-06-08","N",141650,NA,NA,NA,NA,NA,41,NA,NA,33,NA,NA
"11895","Double page plate (folios 18a verso and 19) from DREAM WORK","Bruce McLean","3889","(British, born 1944)","(British)","(1944)","(0)","(Male)","1984-1985",NA,"irreg. composition  15 3/4 x 23 5/8"" (40.1 x 60 cm)",NA,"183.1987.14","Illustrated Book","Prints & Illustrated Books","1987-05-14","N",13079,NA,NA,NA,NA,NA,40.1,NA,NA,60,NA,NA
"16386","Plate (page 24) from TAGEBÜCHER","Antonio Saura","5181","(Spanish, 1930–1998)","(Spanish)","(1930)","(1998)","(Male)","1988",NA,"irreg. composition  12 9/16 x 9 7/16"" (32 x 24 cm)","Mary Ellen Meehan Fund","477.1990.20","Illustrated Book","Prints & Illustrated Books","1990-10-23","N",17702,NA,NA,NA,NA,NA,32,NA,NA,24,NA,NA
"42588","Marli Heimann, All During an Hour","Josef Albers","97","(American, born Germany. 1888–1976)","(American)","(1888)","(1976)","(Male)","1931","Twelve gelatin silver prints","Overall 11 11/16 x 16 7/16"" (29.7 x 41.8 cm)","Gift of The Josef and Anni Albers Foundation","63.1988.a-l","Photograph","Photography","1988-03-10","Y",45343,"http://www.moma.org/collection/works/45343","http://www.moma.org/media/W1siZiIsIjE5MzMxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b001ff99ec45dd8c",NA,NA,NA,29.7,NA,NA,41.8,NA,NA
